appearance_id,book_id,book_slug,title,authors,publication_year,award_id,award_program,award_category,award_year,status,original_status,is_tie,primary_subject,publisher,imprint,isbn13,source_url,source_confidence
appearance-in-these-girls-hope-is-a-muscle-madeleine-blais-national-book-critics-circle-award-for-nonfiction-1995-finalist,book-in-these-girls-hope-is-a-muscle-madeleine-blais,in-these-girls-hope-is-a-muscle-madeleine-blais,"In These Girls, Hope Is a Muscle",Madeleine Blais,1995,award-national-book-critics-circle-award-for-nonfiction,National Book Critics Circle Awards,Nonfiction,1995,finalist,finalist,false,Sports,Grove Atlantic,Grove Atlantic,9780802121455,https://en.wikipedia.org/wiki/National_Book_Critics_Circle_Award_for_Nonfiction,secondary
appearance-mr-wilson-s-cabinet-of-wonder-pronged-ants-horned-humans-mice-on-toast-and-other-marvels-of-jura-national-book-critics-circle-award-for-nonfiction-1995-finalist,book-mr-wilson-s-cabinet-of-wonder-pronged-ants-horned-humans-mice-on-toast-and-other-marvels-of-jura,mr-wilson-s-cabinet-of-wonder-pronged-ants-horned-humans-mice-on-toast-and-other-marvels-of-jura,"Mr. Wilson's Cabinet of Wonder: Pronged Ants, Horned Humans, Mice on Toast, and Other Marvels of Jurassic Technology",Lawrence Weschler,1995,award-national-book-critics-circle-award-for-nonfiction,National Book Critics Circle Awards,Nonfiction,1995,finalist,finalist,false,Society & Culture,Penguin Random House,Pantheon,9780679764892,https://en.wikipedia.org/wiki/National_Book_Critics_Circle_Award_for_Nonfiction,secondary
appearance-in-this-dark-house-a-memoir-louise-kehoe-national-jewish-book-awards-autobiography-and-memoir-1995-winner,book-in-this-dark-house-a-memoir-louise-kehoe,in-this-dark-house-a-memoir-louise-kehoe,In This Dark House: A Memoir,Louise Kehoe,1995,award-national-jewish-book-awards-autobiography-and-memoir,National Jewish Book Awards,Autobiography and Memoir,1995,winner,winner,false,Biography,,,9780805210170,https://en.wikipedia.org/wiki/List_of_winners_of_the_National_Jewish_Book_Award#Autobiography_and_Memoir,secondary
appearance-we-are-children-just-the-same-vedem-the-secret-magazine-by-the-boys-of-terezin-paul-r-wilson-national-jewish-book-awards-holocaust-1995-winner,book-we-are-children-just-the-same-vedem-the-secret-magazine-by-the-boys-of-terezin-paul-r-wilson,we-are-children-just-the-same-vedem-the-secret-magazine-by-the-boys-of-terezin-paul-r-wilson,"We Are Children Just the Same: Vedem, the Secret Magazine by the Boys of Terezin",Paul R. Wilson,1995,award-national-jewish-book-awards-holocaust,National Jewish Book Awards,Holocaust,1995,winner,winner,false,Arts & Criticism,,,9780827605343,https://en.wikipedia.org/wiki/List_of_winners_of_the_National_Jewish_Book_Award#Holocaust,secondary
appearance-beyond-the-promised-land-jews-and-arabs-on-the-hard-road-to-a-new-israel-glenn-frankel-national-jewish-book-awards-israel-1995-winner,book-beyond-the-promised-land-jews-and-arabs-on-the-hard-road-to-a-new-israel-glenn-frankel,beyond-the-promised-land-jews-and-arabs-on-the-hard-road-to-a-new-israel-glenn-frankel,Beyond The Promised Land: Jews And Arabs On The Hard Road To A New Israel,Glenn Frankel,1994,award-national-jewish-book-awards-israel,National Jewish Book Awards,Israel,1995,winner,winner,false,Religion,,,,https://en.wikipedia.org/wiki/List_of_winners_of_the_National_Jewish_Book_Award#Israel,secondary
appearance-spiritual-pilgrimage-texts-on-jews-and-judaism-1979-1995-pope-john-paul-ii-national-jewish-book-awards-jewish-christian-relations-1995-winner,book-spiritual-pilgrimage-texts-on-jews-and-judaism-1979-1995-pope-john-paul-ii,spiritual-pilgrimage-texts-on-jews-and-judaism-1979-1995-pope-john-paul-ii,"Spiritual Pilgrimage: Texts on Jews and Judaism, 1979-1995",Pope John Paul II,1995,award-national-jewish-book-awards-jewish-christian-relations,National Jewish Book Awards,Jewish-Christian Relations,1995,winner,winner,false,Religion,,,,https://en.wikipedia.org/wiki/List_of_winners_of_the_National_Jewish_Book_Award#Jewish-Christian_relations,secondary
appearance-chosen-tales-stories-told-by-jewish-storytellers-peninnah-schram-national-jewish-book-awards-jewish-folklore-and-anthropology-1995-winner,book-chosen-tales-stories-told-by-jewish-storytellers-peninnah-schram,chosen-tales-stories-told-by-jewish-storytellers-peninnah-schram,Chosen Tales: Stories Told by Jewish Storytellers,Peninnah Schram,1995,award-national-jewish-book-awards-jewish-folklore-and-anthropology,National Jewish Book Awards,Jewish Folklore and Anthropology,1995,winner,winner,false,Religion,,,,https://en.wikipedia.org/wiki/List_of_winners_of_the_National_Jewish_Book_Award#Jewish_folklore_and_anthropology,secondary
appearance-the-wonders-of-america-reinventing-jewish-culture-1880-1950-jenna-weissman-joselit-national-jewish-book-awards-jewish-history-1995-winner,book-the-wonders-of-america-reinventing-jewish-culture-1880-1950-jenna-weissman-joselit,the-wonders-of-america-reinventing-jewish-culture-1880-1950-jenna-weissman-joselit,The Wonders of America: Reinventing Jewish Culture 1880-1950,Jenna Weissman Joselit,1994,award-national-jewish-book-awards-jewish-history,National Jewish Book Awards,Jewish History,1995,winner,winner,false,Religion,,,9780805070026,https://en.wikipedia.org/wiki/List_of_winners_of_the_National_Jewish_Book_Award#Jewish_history,secondary
appearance-the-beginning-of-desire-avivah-gottlieb-zornberg-national-jewish-book-awards-non-fiction-1995-winner,book-the-beginning-of-desire-avivah-gottlieb-zornberg,the-beginning-of-desire-avivah-gottlieb-zornberg,The Beginning of Desire,Avivah Gottlieb Zornberg,,award-national-jewish-book-awards-non-fiction,National Jewish Book Awards,Non-fiction,1995,winner,winner,false,Religion,,,9780805212396,https://en.wikipedia.org/wiki/List_of_winners_of_the_National_Jewish_Book_Award#Non-fiction,secondary
appearance-through-a-speculum-that-shines-elliot-r-wolfson-national-jewish-book-awards-scholarship-1995-winner,book-through-a-speculum-that-shines-elliot-r-wolfson,through-a-speculum-that-shines-elliot-r-wolfson,Through a Speculum That Shines,Elliot R. Wolfson,1994,award-national-jewish-book-awards-scholarship,National Jewish Book Awards,Scholarship,1995,winner,winner,false,Arts & Criticism,Princeton University Press,Princeton University Press,9780691017228,https://en.wikipedia.org/wiki/List_of_winners_of_the_National_Jewish_Book_Award#Scholarship,secondary
appearance-the-origins-of-the-inquisition-in-fifteenth-century-spain-benzion-netanyahu-national-jewish-book-awards-sephardic-studies-1995-winner,book-the-origins-of-the-inquisition-in-fifteenth-century-spain-benzion-netanyahu,the-origins-of-the-inquisition-in-fifteenth-century-spain-benzion-netanyahu,The Origins of the Inquisition in Fifteenth-Century Spain,Benzion Netanyahu,,award-national-jewish-book-awards-sephardic-studies,National Jewish Book Awards,Sephardic Studies,1995,winner,winner,false,Religion,,,,https://en.wikipedia.org/wiki/List_of_winners_of_the_National_Jewish_Book_Award#Sephardic_Studies,secondary
appearance-jewish-art-grace-cohen-grossman-national-jewish-book-awards-visual-arts-1995-winner,book-jewish-art-grace-cohen-grossman,jewish-art-grace-cohen-grossman,Jewish Art,Grace Cohen Grossman,1995,award-national-jewish-book-awards-visual-arts,National Jewish Book Awards,Visual Arts,1995,winner,winner,false,Arts & Criticism,,,,https://en.wikipedia.org/wiki/List_of_winners_of_the_National_Jewish_Book_Award#Visual_Arts,secondary
appearance-coming-back-brockens-a-year-in-a-mining-village-mark-hudson-ncr-book-award-nonfiction-1995-winner,book-coming-back-brockens-a-year-in-a-mining-village-mark-hudson,coming-back-brockens-a-year-in-a-mining-village-mark-hudson,Coming Back Brockens: A Year in a Mining Village,Mark Hudson,1995,award-ncr-book-award-nonfiction,NCR Book Award,Nonfiction,1995,winner,winner,false,Biography,Penguin Random House,Jonathan Cape,9780099462118,https://en.wikipedia.org/wiki/NCR_Book_Award,secondary
appearance-the-work-of-reconstruction-from-slave-to-wage-laborer-in-south-carolina-1860-1870-julie-saville-organization-of-american-historians-book-prizes-civil-war-and-reconstruction-book-award-1995-winner,book-the-work-of-reconstruction-from-slave-to-wage-laborer-in-south-carolina-1860-1870-julie-saville,the-work-of-reconstruction-from-slave-to-wage-laborer-in-south-carolina-1860-1870-julie-saville,"The Work of Reconstruction: From Slave to Wage Laborer in South Carolina, 1860–1870",Julie Saville,1994,award-organization-of-american-historians-book-prizes-civil-war-and-reconstruction-book-award,Organization of American Historians Book Prizes,Civil War and Reconstruction Book Award,1995,winner,winner,false,American History,Cambridge University Press,Cambridge University Press,,https://web.archive.org/web/20251124053017id_/https://www.oah.org/awards/book-awards-and-prizes/civil-war-and-reconstruction-book-award/,official
appearance-gay-new-york-gender-urban-culture-and-the-making-of-the-gay-male-world-1890-1940-george-chauncey-organization-of-american-historians-book-prizes-frederick-jackson-turner-award-1995-winner,book-gay-new-york-gender-urban-culture-and-the-making-of-the-gay-male-world-1890-1940-george-chauncey,gay-new-york-gender-urban-culture-and-the-making-of-the-gay-male-world-1890-1940-george-chauncey,"Gay New York: Gender, Urban Culture, and the Making of the Gay Male World, 1890–1940",George Chauncey,1994,award-organization-of-american-historians-book-prizes-frederick-jackson-turner-award,Organization of American Historians Book Prizes,Frederick Jackson Turner Award,1995,winner,winner,false,American History,Hachette Book Group,Basic Books,9780465026333,https://web.archive.org/web/20251220144221id_/https://www.oah.org/awards/book-awards-and-prizes/frederick-jackson-turner-award/,official
appearance-the-masterless-self-and-society-in-modern-america-wilfred-m-mcclay-organization-of-american-historians-book-prizes-merle-curti-award-1995-winner,book-the-masterless-self-and-society-in-modern-america-wilfred-m-mcclay,the-masterless-self-and-society-in-modern-america-wilfred-m-mcclay,The Masterless: Self and Society in Modern America,Wilfred M. McClay,1994,award-organization-of-american-historians-book-prizes-merle-curti-award,Organization of American Historians Book Prizes,Merle Curti Award,1995,winner,winner,false,American History,University of North Carolina Press,University of North Carolina Press,,https://web.archive.org/web/20251119132437id_/https://www.oah.org/awards/book-awards-and-prizes/merle-curti-intellectual-history-award/,official
appearance-in-search-of-a-state-catholics-in-northern-ireland-fionnuala-o-connor-orwell-prize-combined-book-prize-nonfiction-works-1995-winner,book-in-search-of-a-state-catholics-in-northern-ireland-fionnuala-o-connor,in-search-of-a-state-catholics-in-northern-ireland-fionnuala-o-connor,In Search of a State: Catholics in Northern Ireland,Fionnuala O'Connor,1993,award-orwell-prize-combined-book-prize-nonfiction-works,Orwell Prize,Combined Book Prize (Nonfiction works),1995,winner,winner,false,History,,,,https://en.wikipedia.org/wiki/Orwell_Prize,secondary
appearance-back-fire-roger-warner-overseas-press-club-awards-cornelius-ryan-award-1995-winner,book-back-fire-roger-warner,back-fire-roger-warner,Back Fire,Roger Warner,1995,award-overseas-press-club-awards-cornelius-ryan-award,Overseas Press Club Awards,Cornelius Ryan Award,1995,winner,winner,false,War & Military,Simon & Schuster,Simon & Schuster,9780671690748,https://opcofamerica.org/Awardarchive/cornelius-ryan-award-1995/,official
appearance-a-sense-of-place-a-sense-of-time-john-brinckerhoff-jackson-pen-diamonstein-spielvogel-award-for-the-art-of-the-essay-1995-winner,book-a-sense-of-place-a-sense-of-time-john-brinckerhoff-jackson,a-sense-of-place-a-sense-of-time-john-brinckerhoff-jackson,"A Sense of Place, A Sense of Time",John Brinckerhoff Jackson,1994,award-pen-diamonstein-spielvogel-award-for-the-art-of-the-essay,PEN/Diamonstein-Spielvogel Award for the Art of the Essay,Art of the Essay,1995,winner,winner,false,Society & Culture,Yale University Press,Yale University Press,9780300063974,https://en.wikipedia.org/wiki/PEN/Diamonstein-Spielvogel_Award_for_the_Art_of_the_Essay,secondary
appearance-the-business-of-alchemy-science-and-culture-in-the-holy-roman-empire-pamela-h-smith-pfizer-award-history-of-science-1995-winner,book-the-business-of-alchemy-science-and-culture-in-the-holy-roman-empire-pamela-h-smith,the-business-of-alchemy-science-and-culture-in-the-holy-roman-empire-pamela-h-smith,The Business of Alchemy: Science and Culture in the Holy Roman Empire,Pamela H. Smith,,award-pfizer-award-history-of-science,Pfizer Award,History of Science,1995,winner,winner,false,History,Princeton University Press,Princeton University Press,9781400883578,https://en.wikipedia.org/wiki/Pfizer_Award,secondary
appearance-dostoevsky-the-miraculous-years-1865-1871-joseph-frank-phi-beta-kappa-book-awards-christian-gauss-award-1995-winner,book-dostoevsky-the-miraculous-years-1865-1871-joseph-frank,dostoevsky-the-miraculous-years-1865-1871-joseph-frank,"Dostoevsky: The Miraculous Years, 1865-1871",Joseph Frank,1976,award-phi-beta-kappa-book-awards-christian-gauss-award,Phi Beta Kappa Book Awards,Christian Gauss Award,1995,winner,winner,false,Biography,Princeton University Press,Princeton University Press,9780691128191,https://www.pbk.org/awards/bookawards/gauss-winners,official
appearance-journey-to-the-ants-a-story-of-scientific-exploration-edward-o-wilson-and-bert-holldobler-phi-beta-kappa-book-awards-phi-beta-kappa-award-in-science-1995-winner,book-journey-to-the-ants-a-story-of-scientific-exploration-edward-o-wilson-and-bert-holldobler,journey-to-the-ants-a-story-of-scientific-exploration-edward-o-wilson-and-bert-holldobler,Journey to the Ants: A Story of Scientific Exploration,Edward O. Wilson; Bert Holldobler,,award-phi-beta-kappa-book-awards-phi-beta-kappa-award-in-science,Phi Beta Kappa Book Awards,Phi Beta Kappa Award in Science,1995,winner,winner,false,Science,Harvard University Press,Harvard University Press,9780674254589,https://www.pbk.org/awards/bookawards/science-winners,official
appearance-the-resurrection-of-the-body-in-western-christianity-220-1336-caroline-walker-bynum-phi-beta-kappa-book-awards-ralph-waldo-emerson-award-1995-winner,book-the-resurrection-of-the-body-in-western-christianity-220-1336-caroline-walker-bynum,the-resurrection-of-the-body-in-western-christianity-220-1336-caroline-walker-bynum,"The Resurrection of the Body in Western Christianity, 220-1336",Caroline Walker Bynum,,award-phi-beta-kappa-book-awards-ralph-waldo-emerson-award,Phi Beta Kappa Book Awards,Ralph Waldo Emerson Award,1995,winner,winner,false,Religion,Columbia University Press,Columbia University Press,,https://www.pbk.org/awards/bookawards/emerson-winners,official
appearance-in-search-of-respect-selling-crack-in-el-barrio-philippe-bourgois-prose-award-for-anthropology-and-sociology-1995-honorable-mention,book-in-search-of-respect-selling-crack-in-el-barrio-philippe-bourgois,in-search-of-respect-selling-crack-in-el-barrio-philippe-bourgois,In Search of Respect: Selling Crack in El Barrio,Philippe Bourgois,,award-prose-award-for-anthropology-and-sociology,PROSE Awards,Anthropology and Sociology,1995,honorable_mention,honorable_mention,false,Society & Culture,Cambridge University Press,Cambridge University Press,9781107268746,https://proseawards.com/winners/1995-award-winners/,official
